Prev_start_date,Prev_expiry_date,New_drop_date,CnAdrPrf_ZIP,CnAttrCat_1_01_Comments,CnAttrCat_2_01_Comments,CnAttrCat_4_01_Description,CnAttrCat_5_01_Description,CnBio_Age,CnBio_Constit_Code,CnBio_ID,CnBio_Import_ID,CnMem_1_01_Consecutive_Years,CnMem_1_01_Cur_Category_description,CnMem_1_01_Cur_Expires_on,CnMem_1_01_Date_Joined,CnMem_1_01_Last_Dropped_Date,CnMem_1_01_Standing,Number_of_Records
3/1/12 0:00,3/1/13 0:00,2/28/14 0:00,60517,,,Recipient,,,Individuals,155003,01894-593-0000119072,0,Morton 2,,10/2/06,3/1/14,Dropped,1
7/1/12 0:00,7/1/13 0:00,6/30/14 0:00,60585,,,,,50,Individuals,155258,01894-593-0000119556,0,2 YR Morton 2,,10/9/06,7/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60563,,,,,,Individuals,160531,01894-593-0000129471,0,Morton 4,,6/2/07,8/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60189-8138,,,,,30,Individuals,160937,01894-593-0000130206,0,Morton 2,,6/2/07,9/1/14,Dropped,1
1/1/12 0:00,1/1/13 0:00,12/31/13 0:00,60542-2041,,,,,41,Individuals,127919,01894-079-0069320,0,Morton 6,,10/5/02,1/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60445-4461,,,,,,Individuals,148578,01894-593-0000107560,0,2 YR Morton 2,,4/15/06,9/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60148-2419,,,,,,Individuals,134201,01894-593-0000082323,0,Morton 6,,5/7/04,9/1/14,Dropped,1
3/1/12 0:00,3/1/13 0:00,2/28/14 0:00,60516-1314,,,Recipient,,94,Individuals,160733,01894-593-0000129854,0,Morton 1,,6/6/07,3/1/14,Dropped,1
4/1/12 0:00,4/1/13 0:00,3/31/14 0:00,60516,,,,,49,Individuals,120824,01894-079-0057457,0,Morton 2,,3/12/01,4/1/14,Dropped,1
3/1/12 0:00,3/1/13 0:00,2/28/14 0:00,60189,,,,,,Individuals,155657,01894-593-0000120296,0,2 YR Morton 1,,10/29/06,3/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60126,,,,,50,Individuals,147963,01894-593-0000106466,0,Morton 4,,3/31/06,8/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60554,,,,,62,Individuals,159799,01894-593-0000128072,0,Morton 4,,5/16/07,10/1/14,Dropped,1
1/1/12 0:00,1/1/13 0:00,12/31/13 0:00,60565,,,,,,Individuals,160060,01894-593-0000128576,0,Morton 4,,5/21/07,1/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60563-1420,,,,,,Individuals,148628,01894-593-0000107635,0,Morton 4,,4/15/06,8/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60565-6304,,,,,70,Individuals,7393,19940117_MZ_007393,0,Morton 1,,5/31/94,9/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60181,,,,,53,Individuals,160207,01894-593-0000128859,0,2 YR Morton 6,,5/25/07,8/1/14,Dropped,1
2/1/12 0:00,2/1/13 0:00,1/31/14 0:00,60446,,,,,,Individuals,113558,01894-079-0047503,0,2 YR Morton 2,,11/1/99,2/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60540,,,,,,Individuals,171318,01894-593-0000149113,0,Morton 6,,6/29/08,9/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60655,,,,,,Individuals,155171,01894-593-0000119383,0,Morton 4,,10/7/06,10/1/14,Dropped,1
7/1/12 0:00,7/1/13 0:00,6/30/14 0:00,60187,,,Recipient,,50,Individuals,121226,01894-079-0058200,0,Morton 6,,4/17/01,7/1/14,Dropped,1
2/1/12 0:00,2/1/13 0:00,1/31/14 0:00,60126,,,,,,Individuals,155282,01894-593-0000119601,0,2 YR Morton 6,,10/9/06,2/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60560,,,,,,Individuals,136674,01894-593-0000086896,0,Morton 6,,9/29/04,10/1/14,Dropped,1
3/1/12 0:00,3/1/13 0:00,2/28/14 0:00,60462,,,,,60,Individuals,155359,01894-593-0000119751,0,Morton 2,,10/14/06,3/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60505,,,,Donor,,Individuals,153884,01894-593-0000116872,0,Morton 2,,8/15/06,10/1/14,Dropped,1
7/1/12 0:00,7/1/13 0:00,6/30/14 0:00,60137,,,,,54,Individuals,11582,19940901_PB_011582,0,Morton 4,,8/31/94,7/1/14,Dropped,1
2/1/12 0:00,2/1/13 0:00,1/31/14 0:00,60538,,,,,,Individuals,154108,01894-593-0000117297,0,Morton 6,,8/21/06,2/1/14,Dropped,1
1/1/12 0:00,1/1/13 0:00,12/31/13 0:00,60304,,,,,42,Individuals,154059,01894-593-0000117197,0,Morton 4,,8/22/06,1/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60565,,,,,75,Individuals,118151,01894-079-0052771,0,Morton 2,,2/28/11,10/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60527,,,,,53,Individuals,108372,01894-079-0040473,0,Morton 4,,8/14/98,10/1/14,Dropped,1
5/1/12 0:00,5/1/13 0:00,4/30/14 0:00,60525,,,,,49,Individuals,154204,01894-593-0000117490,0,Morton 6,,8/26/06,5/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60515-3418,,,,,68,Individuals,105061,01894-079-0035741,0,Morton 2,,10/30/97,9/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60564,,,,,,Individuals,123509,01894-079-0062038,0,Morton 6,,10/8/01,9/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60525,,,,,,Individuals,119486,01894-079-0055143,0,Morton 2,,10/25/00,9/1/14,Dropped,1
3/1/12 0:00,3/1/13 0:00,2/28/14 0:00,60565,,,,,,Individuals,135894,01894-593-0000085404,0,2 YR Morton 1,,8/25/04,3/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60045,,,,,58,Individuals,109342,01894-079-0041827,0,Morton 6,,10/28/98,8/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60565-1316,,,,,,Individuals,143133,01894-593-0000097963,0,Morton 4,,10/3/05,10/1/14,Dropped,1
5/1/12 0:00,5/1/13 0:00,4/30/14 0:00,60513,,,,,49,Individuals,123535,01894-079-0062072,0,2 YR Morton 2,,10/9/01,5/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60137,,,,,59,Individuals,155485,01894-593-0000119986,0,2 YR Morton 6,,10/18/06,10/1/14,Dropped,1
7/1/12 0:00,7/1/13 0:00,6/30/14 0:00,60616,,,,,,Individuals,155548,01894-593-0000120101,0,2 YR Morton 4,,10/21/06,7/1/14,Dropped,1
6/1/12 0:00,6/1/13 0:00,5/31/14 0:00,60563,,,,,,Individuals,155669,01894-593-0000120319,0,Morton 6,,10/29/06,6/1/14,Dropped,1
3/1/12 0:00,3/1/13 0:00,2/28/14 0:00,60559,,,,,54,Individuals,155716,01894-593-0000120404,0,Morton 1,,11/1/06,3/1/14,Dropped,1
4/1/12 0:00,4/1/13 0:00,3/31/14 0:00,60172,,,,,52,Individuals,160198,01894-593-0000128841,0,Morton 4,,5/26/07,4/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60102-2961,,,,,,Individuals,106778,01894-079-0038227,0,Morton 2,,4/11/98,8/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60137,,,,,70,Individuals,140486,01894-593-0000093330,0,Morton 2,,6/18/05,9/1/14,Dropped,1
1/1/12 0:00,1/1/13 0:00,12/31/13 0:00,60526,,,,,82,Individuals,7091,19940111_RP_007091,0,Morton 4,,5/31/93,1/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60174-4159,,,,,,Individuals,113745,01894-079-0047755,0,2 YR Morton 1,,11/17/99,9/1/14,Dropped,1
4/1/12 0:00,4/1/13 0:00,3/31/14 0:00,60805,,,,,,Individuals,101309,01894-079-0027149,0,2 YR Morton 6,,12/7/96,4/1/14,Dropped,1
2/1/12 0:00,2/1/13 0:00,1/31/14 0:00,60601,,,,,,Individuals,116433,01894-079-0050328,0,2 YR Morton 2,,4/14/00,2/1/14,Dropped,1
7/1/12 0:00,7/1/13 0:00,6/30/14 0:00,60540,,,,,67,Individuals,161628,01894-593-0000131468,0,Morton 2,,6/21/07,7/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60565-3357,,,,,47,Individuals,155431,01894-593-0000119879,0,Morton 6,,10/15/06,9/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60510,,,,,60,Individuals,128050,01894-079-0069552,0,2 YR Morton 2,,10/13/02,8/1/14,Dropped,1
7/1/12 0:00,7/1/13 0:00,6/30/14 0:00,60555,,,Recipient,,45,Individuals,161078,01894-593-0000130466,0,Morton 1,,6/10/07,7/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60439,,,,,43,Individuals,161092,01894-593-0000130491,0,Morton 6,,6/11/07,8/1/14,Dropped,1
4/1/12 0:00,4/1/13 0:00,3/31/14 0:00,60515-3316,,,,,,Individuals,160671,01894-593-0000129732,0,Morton 6,,6/12/07,4/1/14,Dropped,1
6/1/12 0:00,6/1/13 0:00,5/31/14 0:00,60515-5320,,,,,30,Individuals,161173,01894-593-0000130634,0,Morton 4,,6/12/07,6/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60187,,,,,60,Individuals,161245,01894-593-0000130750,0,Morton 6,,6/13/07,10/1/14,Dropped,1
7/1/12 0:00,7/1/13 0:00,6/30/14 0:00,60148,,,,,43,Individuals,148053,01894-593-0000106634,0,Morton 4,,3/30/06,7/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60103,,,,,,Individuals,160400,01894-593-0000129223,0,Morton 6,,6/13/07,8/1/14,Dropped,1
1/1/12 0:00,1/1/13 0:00,12/31/13 0:00,60126,,,,,,Individuals,161517,01894-593-0000131252,0,Morton 6,,6/13/07,1/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60441,,,,,,Individuals,161354,01894-593-0000130952,0,Morton 6,,6/15/07,10/1/14,Dropped,1
2/1/12 0:00,2/1/13 0:00,1/31/14 0:00,60540,,,,,60,Individuals,110126,01894-079-0042946,0,Morton 2,,2/1/99,2/1/14,Dropped,1
7/1/12 0:00,7/1/13 0:00,6/30/14 0:00,60007-3937,,,,,84,Individuals,161498,01894-593-0000131220,0,2 YR Morton 2,,6/18/07,7/1/14,Dropped,1
2/1/12 0:00,2/1/13 0:00,1/31/14 0:00,60004,,,,Donor,66,Individuals,161625,01894-593-0000131461,0,Morton 1,,6/21/07,2/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60189,,,,,,Individuals,161717,01894-593-0000131636,0,Morton 2,,6/24/07,10/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60491,,,,,,Individuals,161844,01894-593-0000131890,0,2 YR Morton 4,,6/25/07,9/1/14,Dropped,1
5/1/12 0:00,5/1/13 0:00,4/30/14 0:00,60148-7029,,,,,60,Individuals,3111,19931207_JH_003111,0,Morton 1,,12/31/93,5/1/14,Dropped,1
7/1/12 0:00,7/1/13 0:00,6/30/14 0:00,60561-8820,,,,,64,Individuals,157022,01894-593-0000122639,0,2 YR Morton 2,,12/28/06,7/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60174,,,,Donor,48,Individuals,156535,01894-593-0000121831,0,Morton 4,,4/2/09,9/1/14,Dropped,1
7/1/12 0:00,7/1/13 0:00,6/30/14 0:00,60137,,,,,,Individuals,156883,01894-593-0000122399,0,Morton 2,,12/21/06,7/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60304,,,Recipient,,26,Individuals,156958,01894-593-0000122519,0,Morton 6,,8/25/08,10/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60126,,,,,51,Individuals,156984,01894-593-0000122569,0,Morton 4,,12/23/06,8/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60515,,,,Donor,,Individuals,156559,01894-593-0000121864,0,Morton 6,,12/26/06,9/1/14,Dropped,1
1/1/12 0:00,1/1/13 0:00,12/31/13 0:00,60565,,,,,,Individuals,157019,01894-593-0000122635,0,Morton 2,,12/26/06,1/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60007-3123,,,,,,Individuals,161178,01894-593-0000130640,0,2 YR Morton 4,,6/12/07,10/1/14,Dropped,1
7/1/12 0:00,7/1/13 0:00,6/30/14 0:00,60440,,,,,,Individuals,161356,01894-593-0000130956,0,Morton 6,,6/15/07,7/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60441,,,,,41,Individuals,161381,01894-593-0000131006,0,Morton 4,,6/16/07,10/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60137,,,,,,Individuals,161429,01894-593-0000131092,0,Morton 4,,6/17/07,10/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60190-2355,,,,,,Individuals,161490,01894-593-0000131209,0,Morton 2,,6/18/07,9/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60137,,,,,,Individuals,161538,01894-593-0000131292,0,Morton 1,,6/19/07,8/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60187,,,,,,Individuals,161553,01894-593-0000131325,0,Morton 6,,6/19/07,8/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60540-3610,,,,,47,Individuals,161607,01894-593-0000131425,0,Morton 6,,6/20/07,10/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60185,,,,,,Individuals,161584,01894-593-0000131375,0,Morton 6,,6/20/07,8/1/14,Dropped,1
4/1/12 0:00,4/1/13 0:00,3/31/14 0:00,60305-2030,,,,,74,Individuals,147520,01894-593-0000105687,0,2 YR Morton 1,,3/9/06,4/1/14,Dropped,1
3/1/12 0:00,3/1/13 0:00,2/28/14 0:00,60467-7123,,,,,,Individuals,161592,01894-593-0000131390,0,2 YR Morton 4,,6/20/07,3/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60558-2107,,,,,,Individuals,156642,01894-593-0000121993,0,Morton 6,,12/16/06,10/1/14,Dropped,1
1/1/12 0:00,1/1/13 0:00,12/31/13 0:00,60189,,,,,,Individuals,134910,01894-593-0000083573,0,Morton 4,,6/25/04,1/1/14,Dropped,1
3/1/12 0:00,3/1/13 0:00,2/28/14 0:00,60563-2136,,,,Donor,,Individuals,110723,01894-079-0043781,0,2 YR Morton 2,,4/9/99,3/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60540,,,,,,Individuals,156949,01894-593-0000122506,0,2 YR Morton 6,,12/24/06,9/1/14,Dropped,1
7/1/12 0:00,7/1/13 0:00,6/30/14 0:00,60440,,,Recipient,,46,Individuals,173237,01894-593-0000152752,0,2 YR Morton 6,,9/23/08,7/1/14,Dropped,1
2/1/12 0:00,2/1/13 0:00,1/31/14 0:00,60187,,,Recipient,,73,Individuals,144927,01894-593-0000101287,0,Morton 1,,6/6/10,2/1/14,Dropped,1
6/1/12 0:00,6/1/13 0:00,5/31/14 0:00,60517,,,,,65,Individuals,157478,01894-593-0000123604,0,2 YR Morton 1,,2/12/07,6/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60565,,,,Donor,43,Individuals,161905,01894-593-0000132010,0,2 YR Morton 4,,6/30/07,9/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60056,,,,,48,Individuals,162020,01894-593-0000132229,0,Morton 6,,7/1/07,8/1/14,Dropped,1
6/1/12 0:00,6/1/13 0:00,5/31/14 0:00,60565,,,,,26,Individuals,162104,01894-593-0000132376,0,Morton 4,,7/2/07,6/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60565,,,,,44,Individuals,162141,01894-593-0000132445,0,Morton 6,,7/3/07,8/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60189,,,,,63,Individuals,162169,01894-593-0000132496,0,Morton 1,,7/7/07,8/1/14,Dropped,1
4/1/12 0:00,4/1/13 0:00,3/31/14 0:00,60148,,,Recipient,,,Individuals,146290,01894-593-0000103639,0,Morton 4,,12/12/05,4/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60137-4043,,,,,,Individuals,147653,01894-593-0000105915,0,Morton 2,,3/14/06,9/1/14,Dropped,1
7/1/12 0:00,7/1/13 0:00,6/30/14 0:00,60187-283,,,,,,Individuals,157546,01894-593-0000123729,0,Morton 1,,2/20/07,7/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60540,,,,,,Individuals,162045,01894-593-0000132268,0,Morton 2,,7/1/07,8/1/14,Dropped,1
5/1/12 0:00,5/1/13 0:00,4/30/14 0:00,60302,,,,,,Individuals,162046,01894-593-0000132269,0,Morton 2,,7/1/07,5/1/14,Dropped,1
1/1/12 0:00,1/1/13 0:00,12/31/13 0:00,60403,,,,,78,Individuals,111106,01894-079-0044278,0,Morton 1,,7/2/07,1/1/14,Dropped,1
4/1/12 0:00,4/1/13 0:00,3/31/14 0:00,60532,,,,,,Individuals,179829,01894-593-0000164155,0,Morton 4,,6/25/09,4/1/14,Dropped,1
2/1/12 0:00,2/1/13 0:00,1/31/14 0:00,60540,,,,,43,Individuals,161476,01894-593-0000131183,0,2 YR Morton 4,,7/3/07,2/1/14,Dropped,1
2/1/12 0:00,2/1/13 0:00,1/31/14 0:00,60137,,,,,47,Individuals,162445,01894-593-0000133019,0,Morton 6,,7/5/07,2/1/14,Dropped,1
3/1/12 0:00,3/1/13 0:00,2/28/14 0:00,60523-1632,,,,,,Individuals,119447,01894-079-0055077,0,2 YR Morton 4,,10/25/00,3/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60532-2315,,,Recipient,Donor,54,Individuals,152845,01894-593-0000114916,0,Morton 4,,7/5/06,9/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60007-4040,,,,Donor,,Individuals,132636,01894-079-0079134,0,Morton 4,,11/12/06,8/1/14,Dropped,1
5/1/12 0:00,5/1/13 0:00,4/30/14 0:00,60542,,,,,,Individuals,146045,01894-593-0000103245,0,Morton 2,,12/5/05,5/1/14,Dropped,1
3/1/12 0:00,3/1/13 0:00,2/28/14 0:00,60554,,,,,,Individuals,162288,01894-593-0000132716,0,Morton 4,,7/11/07,3/1/14,Dropped,1
4/1/12 0:00,4/1/13 0:00,3/31/14 0:00,60526,,,,,44,Individuals,162311,01894-593-0000132759,0,Morton 4,,7/12/07,4/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60563,,,,,47,Individuals,162298,01894-593-0000132734,0,Morton 6,,7/12/07,9/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60126,,,,,52,Individuals,127470,01894-079-0068531,0,2 YR Morton 2,,8/21/02,10/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60521-4423,,,,,,Individuals,106182,01894-079-0037406,0,Morton 2,,3/2/98,8/1/14,Dropped,1
6/1/12 0:00,6/1/13 0:00,5/31/14 0:00,60515,,,,Donor,58,Individuals,9996,19940117_SW_009996,0,2 YR Morton 4,,12/31/92,6/1/14,Dropped,1
2/1/12 0:00,2/1/13 0:00,1/31/14 0:00,60189,,,Recipient,,,Individuals,136245,01894-593-0000086065,0,2 YR Morton 2,,9/24/04,2/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60189,,,,,64,Individuals,161285,01894-593-0000130835,0,Morton 4,,6/14/07,8/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60108,,,,,72,Individuals,161421,01894-593-0000131076,0,Morton 2,,6/18/07,10/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60051,,,,,,Individuals,161448,01894-593-0000131130,0,Morton 1,,6/18/07,8/1/14,Dropped,1
7/1/12 0:00,7/1/13 0:00,6/30/14 0:00,60440-2213,,,,,67,Individuals,162258,01894-593-0000132660,0,Morton 4,,7/9/07,7/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,80123,,,,,71,Individuals,110699,01894-079-0043752,0,Morton 4,,4/29/99,9/1/14,Dropped,1
4/1/12 0:00,4/1/13 0:00,3/31/14 0:00,60137-4263,,,Recipient,,,Individuals,157551,01894-593-0000123738,0,Morton 2,,2/20/07,4/1/14,Dropped,1
7/1/12 0:00,7/1/13 0:00,6/30/14 0:00,60305,,,,,,Individuals,157580,01894-593-0000123787,0,2 YR Morton 2,,2/24/07,7/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60563,,,,,48,Individuals,147172,01894-593-0000105120,0,2 YR Morton 6,,1/31/06,8/1/14,Dropped,1
7/1/12 0:00,7/1/13 0:00,6/30/14 0:00,60565,,,,,,Individuals,136163,01894-593-0000085916,0,Morton 4,,9/5/04,7/1/14,Dropped,1
5/1/12 0:00,5/1/13 0:00,4/30/14 0:00,60543,,,,,,Individuals,157608,01894-593-0000123852,0,2 YR Morton 1,,3/3/07,5/1/14,Dropped,1
7/1/12 0:00,7/1/13 0:00,6/30/14 0:00,60147,,,Recipient,,40,Individuals,157800,01894-593-0000124205,0,Morton 6,,3/13/07,7/1/14,Dropped,1
7/1/12 0:00,7/1/13 0:00,6/30/14 0:00,60187-5101,,,,Donor,74,Individuals,2707,19931206_JH_002707,0,Morton 4,,1/31/93,7/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60555,,,,,44,Individuals,162353,01894-593-0000132840,0,Morton 4,,7/13/07,9/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60525-6200,,,,,,Individuals,162340,01894-593-0000132817,0,Morton 6,,7/14/07,10/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60503,,,,,46,Individuals,162393,01894-593-0000132917,0,Morton 4,,7/14/07,8/1/14,Dropped,1
3/1/12 0:00,3/1/13 0:00,2/28/14 0:00,60137,,,,,49,Individuals,162424,01894-593-0000132974,0,2 YR Morton 4,,7/16/07,3/1/14,Dropped,1
2/1/12 0:00,2/1/13 0:00,1/31/14 0:00,60510-3536,,,,,,Individuals,162697,01894-593-0000133483,0,Morton 4,,7/23/07,2/1/14,Dropped,1
4/1/12 0:00,4/1/13 0:00,3/31/14 0:00,63701,,,,,,Individuals,135248,01894-593-0000084185,0,2 YR Morton 2,,7/16/04,4/1/14,Dropped,1
4/1/12 0:00,4/1/13 0:00,3/31/14 0:00,60119,,,,,46,Individuals,157887,01894-593-0000124370,0,Morton 6,,3/17/07,4/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60181,,,,,,Individuals,157956,01894-593-0000124495,0,Morton 4,,3/19/07,10/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60415,,,,,,Individuals,17131,19951222_WH_017131,0,Morton 4,,1/31/96,10/1/14,Dropped,1
7/1/12 0:00,7/1/13 0:00,6/30/14 0:00,60137-7031,,,,,,Individuals,134932,01894-593-0000083608,0,Morton 4,,6/26/04,7/1/14,Dropped,1
1/1/12 0:00,1/1/13 0:00,12/31/13 0:00,60502,,,,,44,Individuals,155283,01894-593-0000119603,0,Morton 4,,10/9/06,1/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60542,,,,,,Individuals,119564,01894-079-0055286,0,2 YR Morton 2,,10/11/00,9/1/14,Dropped,1
1/1/12 0:00,1/1/13 0:00,12/31/13 0:00,60565,,,,,,Individuals,155367,01894-593-0000119762,0,Morton 4,,10/14/06,1/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60516-4471,,,,,62,Individuals,109234,01894-079-0041673,0,2 YR Morton 4,,10/22/98,10/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60513-1210,,,,,83,Individuals,12354,19941103_LZ_012354,0,Morton 6,,10/31/94,9/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60514,,,,,41,Individuals,159419,01894-593-0000127359,0,Morton 4,,5/6/07,8/1/14,Dropped,1
8/1/12 0:00,8/1/13 0:00,7/31/14 0:00,60538,,,,,,Individuals,159710,01894-593-0000127893,0,Morton 4,,5/11/07,8/1/14,Dropped,1
1/1/12 0:00,1/1/13 0:00,12/31/13 0:00,60516-2701,,,,,52,Individuals,107877,01894-079-0039761,0,2 YR Morton 1,,6/12/98,1/1/14,Dropped,1
5/1/12 0:00,5/1/13 0:00,4/30/14 0:00,60543,,,,,68,Individuals,108921,01894-079-0041242,0,Morton 1,,10/6/98,5/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60189,,,,,,Individuals,137277,01894-593-0000087968,0,Morton 4,,10/24/04,9/1/14,Dropped,1
4/1/12 0:00,4/1/13 0:00,3/31/14 0:00,60502,,,,,,Individuals,190491,01894-593-0000182744,0,Morton 1,,7/2/10,4/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60565-2933,,,,,65,Individuals,120094,01894-079-0056214,0,Morton 2,,12/5/00,10/1/14,Dropped,1
2/1/12 0:00,2/1/13 0:00,1/31/14 0:00,60007,,,,,,Individuals,113019,01894-079-0046788,0,Morton 2,,10/13/99,2/1/14,Dropped,1
2/1/12 0:00,2/1/13 0:00,1/31/14 0:00,60565,,,Recipient,,44,Individuals,155737,01894-593-0000120442,0,Morton 6,,11/2/06,2/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60544,,,,,,Individuals,155770,01894-593-0000120501,0,Morton 4,,11/5/06,10/1/14,Dropped,1
10/1/12 0:00,10/1/13 0:00,9/30/14 0:00,60151-8662,,,,,,Individuals,155787,01894-593-0000120533,0,Morton 4,,11/6/06,10/1/14,Dropped,1
1/1/12 0:00,1/1/13 0:00,12/31/13 0:00,60543,,,,,,Individuals,159648,01894-593-0000127777,0,Morton 4,,5/14/07,1/1/14,Dropped,1
9/1/12 0:00,9/1/13 0:00,8/31/14 0:00,60532,,,Recipient,,,Individuals,134355,01894-593-0000082605,0,Morton 4,,5/19/04,9/1/14,Dropped,1
2/1/12 0:00,2/1/13 0:00,1/31/14 0:00,60510,,,Recipient,,,Individuals,160009,01894-593-0000128479,0,2 YR Morton 4,,5/18/07,2/1/14,Dropped,1
2/1/12 0:00,2/1/13 0:00,1/31/14 0:00,60192,,,,,47,Individuals,159835,01894-593-0000128136,0,Morton 2,,5/19/07,2/1/14,Dropped,1
