Prev_start_date,Prev_expiry_date,New_drop_date,CnAdrPrf_ZIP,CnAttrCat_1_01_Comments,CnAttrCat_2_01_Comments,CnAttrCat_4_01_Description,CnAttrCat_5_01_Description,CnBio_Age,CnBio_Constit_Code,CnBio_ID,CnBio_Import_ID,CnMem_1_01_Consecutive_Years,CnMem_1_01_Cur_Category_description,CnMem_1_01_Cur_Expires_on,CnMem_1_01_Date_Joined,CnMem_1_01_Last_Dropped_Date,CnMem_1_01_Standing,Number_of_Records
,,,60515-3123,,,,,,Individuals,154986,01894-593-0000119035,8,Morton 2,10/31/15,10/2/06,,Active,1
,,,60126,,,,Donor,56,Individuals,128869,01894-079-0070948,11,2 YR Morton 4,1/31/15,12/3/02,,Active,1
,,,60137-5743,,,,Donor,,Individuals,11334,19940714_ED_011334,20,Morton 2,9/30/15,7/31/94,,Active,1
,,,60439,,,,,72,Individuals,124080,01894-079-0062999,13,2 YR Morton 2,12/31/15,11/10/01,,Active,1
,,,60126,,,,,,Individuals,155019,01894-593-0000119103,8,2 YR Morton 2,11/30/15,10/4/06,,Active,1
,,,60516,,,,,,Individuals,109270,01894-079-0041723,16,Morton 2,11/30/14,10/25/98,,Active,1
,,,60514-1461,,,,,74,Volunteers,104855,01894-079-0035466,17,2 YR Morton 1,10/31/15,10/20/97,,Active,1
,,,60148-2578,,,,Donor,,Individuals,148281,01894-593-0000107038,8,2 YR Morton 4,4/30/15,4/10/06,,Active,1
,,,60540-4973,,,,,61,Individuals,8841,19940117_RS_008841,20,2 YR Morton 2,4/30/15,4/30/94,,Active,1
,,,60532-1304,,,,,73,Individuals,116407,01894-079-0050289,14,2 YR Morton 4,4/30/15,4/13/00,,Active,1
,,,60515-4819,,,,Donor,61,Individuals,4981,19931223_JK_004981,22,Morton 2,6/30/15,12/31/91,,Active,1
,,,60516-2505,,,,Donor,51,Volunteers,107027,01894-079-0038559,16,Morton 2,4/30/15,4/20/98,,Active,1
,,,60189-6363,,,,Donor,71,Individuals,114985,01894-079-0049698,14,2 YR Morton 4,4/30/15,3/24/00,,Active,1
,,,60540-4318,,,,,59,Individuals,7691,19940117_DR_007691,20,2 YR Morton 2,4/30/15,3/31/94,,Active,1
,,,60439-7903,,,,,55,Individuals,129852,01894-079-0072633,11,2 YR Morton 6,4/30/15,4/14/03,,Active,1
,,,60137-5564,,,,Donor,,Individuals,106653,01894-079-0038057,16,2 YR Morton 4,4/30/15,4/11/98,,Active,1
,,,60540-8381,,,,,,Individuals,157931,01894-593-0000124450,7,Morton 2,4/30/15,3/18/07,,Active,1
,,,60148,,,,,58,Individuals,133797,01894-593-0000081600,10,2 YR Morton 2,4/30/15,4/17/04,,Active,1
,,,60532-2289,,,,Donor,,Individuals,157951,01894-593-0000124484,7,2 YR Morton 6,7/31/15,3/20/07,,Active,1
,,,60102-9697,,,,,58,Individuals,125670,01894-079-0065567,12,2 YR Morton 4,6/30/15,4/9/02,,Active,1
,,,60540,,,,,38,Individuals,125766,01894-079-0065706,12,2 YR Morton 6,6/30/15,4/13/02,,Active,1
,,,60148-3218,,,,,79,Individuals,102133,01894-079-0029406,17,2 YR Morton 4,4/30/15,3/31/97,,Active,1
,,,60515-4456,,,,,,Individuals,129663,01894-079-0072344,11,2 YR Morton 2,4/30/15,4/8/03,,Active,1
,,,60187,,,,,71,Individuals,3888,19931215_JH_003888,21,2 YR Morton 4,4/30/15,12/31/92,,Active,1
,,,60302-3109,,,,,,Individuals,148235,01894-593-0000106952,8,Morton 2,4/30/15,4/9/06,,Active,1
,,,60439-9511,,,,,84,Individuals,116655,01894-079-0050673,14,2 YR Morton 4,9/30/15,4/27/00,,Active,1
,,,60189,,,,,68,Individuals,118356,01894-079-0053158,14,2 YR Morton 2,8/31/15,7/29/00,,Active,1
,,,60538,,,,,40,Individuals,162065,01894-593-0000132299,7,Morton 4,11/30/15,7/1/07,,Active,1
,,,60546,,,,,,Individuals,162097,01894-593-0000132363,7,2 YR Morton 4,7/31/15,7/2/07,,Active,1
,,,60440-4205,,,,,41,Individuals,162108,01894-593-0000132383,7,Morton 4,12/31/14,7/3/07,,Active,1
,,,60103-4211,,,,,,Individuals,103496,01894-079-0032200,17,2 YR Morton 1,11/30/15,6/8/97,,Active,1
,,,60527-5437,,,,,59,Individuals,117583,01894-079-0051877,14,2 YR Morton 1,9/30/15,6/11/00,,Active,1
,,,60632-4637,,,,Donor,74,Individuals,155244,01894-593-0000119530,8,2 YR Morton 4,10/31/15,10/8/06,,Active,1
,,,60189,,,,Donor,63,Individuals,155257,01894-593-0000119555,8,Morton 2,10/31/15,10/9/06,,Active,1
,,,60453-5069,,,,,65,Individuals,11802,19940928_LG_011802,20,2 YR Morton 1,10/31/16,9/30/94,,Active,1
,,,60189,,,,,60,Individuals,7956,19940117_DR_007956,20,Morton 2,11/30/15,5/31/94,,Active,1
,,,60430,,,,,,Individuals,123886,01894-079-0062683,13,Morton 6,12/31/14,10/28/01,,Active,1
,,,60148-2917,,,,,43,Individuals,113607,01894-079-0047573,15,2 YR Morton 4,3/31/15,10/31/99,,Active,1
,,,60563-8923,,,,,,Individuals,155496,01894-593-0000120005,8,Morton 1,4/30/15,10/20/06,,Active,1
,,,60004,,,,,67,Individuals,155520,01894-593-0000120055,8,2 YR Morton 2,3/31/16,10/21/06,,Active,1
,,,60516-1968,,,,,78,Individuals,155533,01894-593-0000120073,8,Morton 2,2/28/15,10/21/06,,Active,1
,,,60555-2118,,,,,66,Individuals,155550,01894-593-0000120105,8,Morton 6,10/31/15,10/21/06,,Active,1
,,,60108-3630,,,,,,Individuals,155562,01894-593-0000120121,8,2 YR Morton 2,10/31/15,10/22/06,,Active,1
,,,60540-9533,,,,,61,Individuals,103271,01894-079-0031829,17,Morton 2,7/31/15,5/30/97,,Active,1
,,,60707,,,,,45,Individuals,159318,01894-593-0000127157,7,2 YR Morton 2,5/31/16,5/4/07,,Active,1
,,,60502,,,,Donor,68,Individuals,159381,01894-593-0000127286,7,2 YR Morton 2,6/30/16,5/6/07,,Active,1
,,,60563,,,,,56,Individuals,18086,19960429_EM_018086,18,Morton 2,5/31/15,5/31/96,,Active,1
,,,60137,,,,,56,Individuals,134443,01894-593-0000082769,10,2 YR Morton 4,6/30/15,5/28/04,,Active,1
,,,60540,,,,,,Individuals,159486,01894-593-0000127486,7,2 YR Morton 4,5/31/16,5/9/07,,Active,1
,,,60564-6155,,,,,64,Individuals,2101,19931130_KF_002101,21,2 YR Morton 4,7/31/15,5/31/93,,Active,1
,,,60565-4215,,,,Donor,,Individuals,149043,01894-593-0000108389,8,2 YR Morton 2,6/30/15,5/9/06,,Active,1
,,,60137-7140,,,Recipient,,84,Individuals,17448,19960222_AF_017448,18,Morton 2,8/31/15,2/29/96,,Active,1
,,,60108-1923,,,,,63,Individuals,159545,01894-593-0000127593,7,Elm Circle,9/30/15,5/10/07,,Active,1
,,,60187-1715,,,,,78,Individuals,126145,01894-079-0066307,12,Morton 1,8/31/15,4/29/02,,Active,1
,,,60555-2728,,,,,68,Individuals,126229,01894-079-0066427,12,2 YR Morton 1,5/31/16,5/4/02,,Active,1
,,,60187,,,Recipient,Donor,,Individuals,159781,01894-593-0000128036,4,Morton 2,4/30/15,1/19/10,,Active,1
,,,60532-3135,,,,,73,Individuals,102581,01894-079-0030504,17,Morton 6,5/31/15,5/1/97,,Active,1
,,,60555-3436,,,,,,Individuals,10389,19940421_EB_010389,20,2 YR Morton 2,5/31/15,4/30/94,,Active,1
,,,60546-1024,,,,,,Individuals,139596,01894-593-0000091804,9,2 YR Morton 1,5/31/15,5/6/05,,Active,1
,,,60187,,,,Donor,48,Individuals,162216,01894-593-0000132581,7,2 YR Morton 4,8/31/16,7/6/07,,Active,1
,,,60115,,,,,72,Individuals,162170,01894-593-0000132497,7,Morton 4,10/31/15,7/7/07,,Active,1
,,,60564,,,,Donor,79,Individuals,126988,01894-079-0067696,12,2 YR Morton 4,9/30/15,7/4/02,,Active,1
,,,60532,,,,,74,Individuals,127536,01894-079-0068673,12,2 YR Morton 4,8/31/15,8/27/02,,Active,1
,,,60137-6321,,,,,67,Individuals,110722,01894-079-0043780,15,2 YR Morton 4,4/30/16,4/9/99,,Active,1
,,,60515,,,,,,Individuals,162265,01894-593-0000132672,7,2 YR Morton 2,9/30/15,7/10/07,,Active,1
,,,60506,,,,,,Individuals,164898,01894-593-0000137520,7,Morton 1,6/30/15,10/21/07,,Active,1
,,,60189-5878,,,,,,Individuals,155801,01894-593-0000120565,8,Morton 4,11/30/15,11/8/06,,Active,1
,,,60559,,,Recipient,,44,Individuals,156773,01894-593-0000122210,7,Morton 4,1/31/16,12/20/06,,Active,1
,,,60175,,,,,67,Individuals,129977,01894-079-0072828,11,2 YR Morton 4,5/31/16,4/21/03,,Active,1
,,,60546,,,,,,Individuals,155607,01894-593-0000120206,8,Morton 4,2/29/16,10/25/06,,Active,1
,,,60514,,,,,,Individuals,132330,01894-079-0078401,10,Morton 1,1/31/15,11/25/03,,Active,1
,,,60561,,,,,80,Individuals,109029,01894-079-0041372,16,2 YR Morton 4,12/31/14,10/12/98,,Active,1
,,,60187,,,,,,Individuals,131998,01894-079-0077583,11,2 YR Morton 4,10/31/16,10/19/03,,Active,1
,,,60185-1305,,,,,74,Individuals,155608,01894-593-0000120208,8,Morton 2,11/30/15,10/25/06,,Active,1
,,,60181-2803,,,,Donor,50,Individuals,119782,01894-079-0055646,14,Morton 2,5/31/15,10/30/00,,Active,1
,,,60148-4710,,,,Donor,,Individuals,155616,01894-593-0000120222,8,2 YR Morton 4,11/30/15,10/26/06,,Active,1
,,,60148,,,,,,Individuals,129079,01894-079-0071288,11,2 YR Morton 2,12/31/14,12/21/02,,Active,1
,,,60164-1118,,,,,73,Individuals,3879,19931215_RC_003879,20,2 YR Morton 4,1/31/15,12/31/93,,Active,1
,,,60302,,,Recipient,Donor,56,Individuals,155719,01894-593-0000120408,8,2 YR Morton 2,2/28/15,11/4/06,,Active,1
,,,60188-4613,,,,,58,Individuals,4638,19931222_JK_004638,21,2 YR Morton 2,12/31/14,11/4/93,,Active,1
,,,60637,,,,,,Individuals,155749,01894-593-0000120465,8,Morton 6,11/30/14,11/3/06,,Active,1
,,,60137,,,,,,Individuals,132563,01894-079-0078969,10,2 YR Morton 4,12/31/14,12/10/03,,Active,1
,,,60540,,,Recipient,,,Individuals,155825,01894-593-0000120617,8,Morton 6,1/31/15,11/12/06,,Active,1
,,,60189,,,Recipient,,,Individuals,129251,01894-079-0071583,11,Morton 6,1/31/16,1/22/03,,Active,1
,,,60137,,,,,,Individuals,159576,01894-593-0000127650,7,2 YR Morton 4,7/31/15,5/12/07,,Active,1
,,,60137,,,,,,Individuals,159585,01894-593-0000127670,7,Morton 6,8/31/15,5/12/07,,Active,1
,,,60181-3086,,,,,79,Individuals,110958,01894-079-0044081,15,2 YR Morton 1,5/31/15,4/29/99,,Active,1
,,,60106,,,,,81,Individuals,5477,19931229_JM_005477,21,2 YR Morton 1,5/31/15,5/31/93,,Active,1
,,,60187-6271,,,,,85,Individuals,686,19931105_WB_000686,21,Morton 2,5/31/15,5/31/93,,Active,1
,,,60137-7402,,,,,80,Individuals,2569,19931202_NG_002569,21,Morton 6,5/31/15,1/31/93,,Active,1
,,,60148,,,,Donor,59,Individuals,159653,01894-593-0000127786,7,Morton 4,5/31/15,5/14/07,,Active,1
,,,60565-6366,,,,,58,Individuals,111575,01894-079-0044890,15,2 YR Morton 4,5/31/15,5/20/99,,Active,1
,,,60188-1727,,,,,65,Individuals,6922,19940110_DO_006922,21,Morton 1,10/31/15,4/30/93,,Active,1
,,,60143,,,,,66,Individuals,102747,01894-079-0030802,17,2 YR Morton 2,6/30/16,5/4/97,,Active,1
,,,60137-4382,,,Recipient,Donor,,Individuals,121754,01894-079-0059114,13,Morton 1,5/31/15,5/8/01,,Active,1
,,,60439-4338,,,,,86,Individuals,11,19931028_AA_000011,21,Morton 4,5/31/15,4/30/93,,Active,1
,,,60505-9502,,,,,81,Individuals,10573,19940502_JS_010573,20,2 YR Morton 2,5/31/15,4/30/94,,Active,1
,,,60505-1058,,,,,73,Individuals,159866,01894-593-0000128193,7,Morton 4,5/31/15,5/19/07,,Active,1
,,,60137,,,,,60,Individuals,159951,01894-593-0000128377,7,2 YR Morton 1,7/31/15,5/20/07,,Active,1
,,,60187-2333,,,,Donor,,Individuals,8308,19940117_ES_008308,33,2 YR Morton 1,9/30/15,1/31/81,,Active,1
,,,60302,,,,,69,Individuals,130145,01894-079-0073068,11,2 YR Morton 1,5/31/15,4/28/03,,Active,1
,,,60148-2713,,,,,81,Individuals,116974,01894-079-0051035,14,2 YR Morton 4,5/31/15,5/5/00,,Active,1
,,,60193-2837,,,,,79,Individuals,102913,01894-079-0031063,17,2 YR Morton 1,5/31/15,5/12/97,,Active,1
,,,60559,,,,,58,Individuals,160097,01894-593-0000128645,7,Morton 4,10/31/15,5/23/07,,Active,1
,,,60804-4349,,,,,67,Individuals,5309,19931229_BK_005309,21,Morton 2,5/31/15,5/31/93,,Active,1
,,,60174,,,,,60,Individuals,160157,01894-593-0000128770,7,2 YR Morton 4,5/31/15,5/25/07,,Active,1
,,,60561,,,,Donor,63,Individuals,160228,01894-593-0000128904,7,Morton 4,5/31/15,5/26/07,,Active,1
,,,60544,,,,,,Individuals,160241,01894-593-0000128920,7,2 YR Morton 2,5/31/15,5/27/07,,Active,1
,,,60565,,,,,41,Individuals,160284,01894-593-0000128997,7,2 YR Morton 4,5/31/15,5/27/07,,Active,1
,,,60191-1753,,,,,76,Individuals,121661,01894-079-0058946,13,2 YR Morton 2,5/31/15,5/1/01,,Active,1
,,,60137-4208,,,,,73,Individuals,5666,19931230_DS_005666,21,Morton 2,5/31/15,5/31/93,,Active,1
,,,60559-1607,,,,,48,Individuals,134150,01894-593-0000082226,10,2 YR Morton 4,8/30/15,5/3/04,,Active,1
,,,60565,,,,,,Individuals,160475,01894-593-0000129363,7,Morton 2,5/31/15,5/31/07,,Active,1
,,,60148-2828,,,,,67,Individuals,15410,19950609_MM_015410,19,2 YR Morton 2,7/31/15,7/31/95,,Active,1
,,,60565-2106,,,,,60,Individuals,160073,01894-593-0000128604,7,Morton 1,6/30/15,6/4/07,,Active,1
,,,60540,,,,,48,Individuals,160587,01894-593-0000129567,7,Morton 4,8/31/15,6/4/07,,Active,1
,,,60514,,,,,,Individuals,160726,01894-593-0000129842,7,2 YR Morton 4,8/31/15,6/6/07,,Active,1
,,,60189,,,,Donor,,Individuals,160081,01894-593-0000128613,7,Morton 4,6/30/15,6/7/07,,Active,1
,,,60101,,,,,74,Individuals,157607,01894-593-0000123851,7,Morton 6,4/30/15,3/3/07,,Active,1
,,,60148,,,,,,Individuals,160659,01894-593-0000129708,7,2 YR Morton 4,6/30/15,6/7/07,,Active,1
,,,60137-6915,,,,,,Individuals,126788,01894-079-0067345,12,2 YR Morton 4,6/30/16,6/14/02,,Active,1
,,,60565-3008,,,,,69,Individuals,156712,01894-593-0000122111,7,2 YR Morton 1,3/31/16,12/19/06,,Active,1
,,,60564-4117,,,,,57,Individuals,160855,01894-593-0000130067,7,2 YR Morton 1,9/30/15,6/8/07,,Active,1
,,,60452-1144,,,,,70,Individuals,6795,19940107_JM_006795,21,2 YR Morton 4,11/30/14,1/31/93,,Active,1
,,,60516-2003,,,,,63,Individuals,132559,01894-079-0078959,10,2 YR Morton 2,12/31/14,12/9/03,,Active,1
,,,60525-0576,,,,,,Individuals,155407,01894-593-0000119839,8,2 YR Morton 2,10/31/16,10/26/06,,Active,1
,,,60565-9231,,,,,74,Individuals,101294,01894-079-0027117,17,Morton 1,12/31/14,12/5/96,,Active,1
,,,60194,,,Recipient,,,Individuals,155620,01894-593-0000120230,3,Morton 4,1/31/15,12/8/10,,Active,1
,,,60510,,,,,,Individuals,101324,01894-079-0027169,17,2 YR Morton 2,12/31/14,12/9/96,,Active,1
,,,60516-3631,,,,,69,Individuals,17159,19951227_PF_017159,18,2 YR Morton 2,12/31/14,12/31/95,,Active,1
,,,60544,,,,,80,Individuals,155636,01894-593-0000120257,8,Morton 2,10/31/15,10/28/06,,Active,1
,,,60558,,,,,,Individuals,155651,01894-593-0000120289,8,2 YR Morton 2,3/31/16,10/29/06,,Active,1
,,,60564-4609,,,,,66,Individuals,113368,01894-079-0047241,15,2 YR Morton 6,2/29/16,10/21/99,,Active,1
,,,60506,,,,Donor,62,Individuals,119133,01894-079-0054545,14,Morton 1,4/30/15,10/13/00,,Active,1
,,,60126-3066,,,,,73,Individuals,7265,19940112_LP_007265,20,2 YR Morton 2,11/30/15,11/30/93,,Active,1
,,,60189,,,,,,Individuals,178273,01894-593-0000161485,5,2 YR Morton 4,8/31/15,5/17/09,,Active,1
,,,60540-7203,,,,,72,Volunteers,8349,19940117_RS_008349,21,Morton 2,12/31/15,9/30/93,,Active,1
,,,60515,,,Recipient,,39,Individuals,145737,01894-593-0000102728,8,Morton 4,1/31/15,11/14/05,,Active,1
,,,60148-2845,,,,Donor,61,Individuals,147564,01894-593-0000105756,8,Morton 2,3/31/15,3/11/06,,Active,1
,,,60137-4718,,,,,,Individuals,133080,01894-593-0000080250,10,Morton 2,2/28/15,2/6/04,,Active,1
,,,60540-6312,,,,,,Individuals,146714,01894-593-0000104333,8,2 YR Morton 6,4/30/15,12/23/05,,Active,1
,,,60513-2138,,,,,,Individuals,133361,01894-593-0000080751,10,Morton 2,4/30/15,3/10/04,,Active,1
,,,60516-1834,,,,,71,Individuals,147718,01894-593-0000106021,8,2 YR Morton 4,6/30/15,3/17/06,,Active,1
,,,60304-1835,,,,,65,Individuals,114734,01894-079-0049283,14,Morton 2,3/31/15,3/5/00,,Active,1
,,,60188-2975,,,,,,Individuals,147531,01894-593-0000105703,8,Morton 4,5/31/15,3/13/06,,Active,1
,,,60515-3709,,,,,,Individuals,147745,01894-593-0000106071,8,Morton 2,3/31/15,3/22/06,,Active,1
,,,60532,,,,,,Individuals,147667,01894-593-0000105939,8,2 YR Morton 2,6/30/15,3/16/06,,Active,1
,,,60540,,,,,,Individuals,157470,01894-593-0000123587,7,2 YR Morton 4,3/31/15,2/11/07,,Active,1
,,,60137-3867,,,,,40,Individuals,147582,01894-593-0000105787,8,Morton 4,5/31/15,3/11/06,,Active,1
,,,60532-3409,,,,,64,Individuals,106313,01894-079-0037617,16,2 YR Morton 2,4/30/15,3/25/98,,Active,1
,,,60532,,,Recipient,,,Individuals,157522,01894-593-0000123687,7,Morton 4,7/31/15,2/18/07,,Active,1
,,,60137-6426,,,,,62,Individuals,157533,01894-593-0000123703,7,Morton 4,2/28/15,2/18/07,,Active,1
,,,60532,,,,,,Individuals,157540,01894-593-0000123719,7,2 YR Morton 4,2/28/15,2/19/07,,Active,1
,,,60187,,,,,85,Individuals,161831,01894-593-0000131859,7,2 YR Morton 2,8/31/16,6/28/07,,Active,1
,,,60148,,,,,82,Individuals,107924,01894-079-0039824,16,Morton 4,9/30/15,6/16/98,,Active,1
,,,60187,,,,,,Individuals,161980,01894-593-0000132159,7,Morton 4,10/31/15,6/30/07,,Active,1
,,,60137,,,,,,Individuals,161929,01894-593-0000132061,7,2 YR Morton 4,10/31/15,6/30/07,,Active,1
,,,60502,,,,Donor,67,Individuals,161897,01894-593-0000131995,7,Morton 4,12/31/14,6/30/07,,Active,1
,,,60552,,,,,,Individuals,150259,01894-593-0000110535,8,2 YR Morton 2,12/31/15,5/23/06,,Active,1
,,,60559,,,,,,Individuals,162078,01894-593-0000132328,7,2 YR Morton 4,11/30/14,7/2/07,,Active,1
,,,60521-3014,,,,,,Individuals,130766,01894-079-0074201,11,2 YR Morton 2,7/31/16,6/11/03,,Active,1
,,,60543,,,,,70,Individuals,162140,01894-593-0000132443,7,2 YR Morton 6,9/30/16,7/4/07,,Active,1
,,,60137-7061,,,,,87,Individuals,10926,19940720_EW_010926,20,Morton 6,10/31/15,7/31/94,,Active,1
,,,60440,,,,,,Individuals,162417,01894-593-0000132961,7,Morton 6,12/31/14,7/5/07,,Active,1
,,,60540-6929,,,,,56,Individuals,6681,19940107_JN_006681,21,2 YR Morton 2,9/30/15,7/31/93,,Active,1
,,,60527,,,,,,Individuals,162204,01894-593-0000132561,7,2 YR Morton 2,11/30/15,7/6/07,,Active,1
,,,60126,,,,,58,Individuals,157259,01894-593-0000123101,7,2 YR Morton 1,6/30/15,1/18/07,,Active,1
,,,60175-7607,,,,,,Individuals,133355,01894-593-0000080745,10,2 YR Morton 1,4/30/15,3/10/04,,Active,1
,,,60540-6638,,,Recipient,Donor,58,Individuals,2545,19931202_JG_002545,21,2 YR Morton 4,1/31/16,12/31/92,,Active,1
,,,60540-6269,,,,Donor,77,Individuals,110500,01894-079-0043494,15,Morton 6,4/30/15,3/26/99,,Active,1
,,,60611,,,,Donor,,Individuals,147741,01894-593-0000106062,8,2 YR Morton 1,4/30/16,3/20/06,,Active,1
,,,60532-2639,,,,Donor,62,Individuals,109723,01894-079-0042372,15,2 YR Morton 2,2/28/15,12/12/98,,Active,1
,,,60540-7621,,,,,51,Individuals,114623,01894-079-0049106,14,2 YR Morton 4,4/30/15,2/26/00,,Active,1
,,,60436-1460,,,,,72,Individuals,110549,01894-079-0043559,15,2 YR Morton 2,3/31/15,3/27/99,,Active,1
,,,60188,,,,,58,Individuals,157399,01894-593-0000123462,7,2 YR Morton 2,2/29/16,2/5/07,,Active,1
,,,60010-2417,,,,,82,Individuals,10704,19940511_CW_010704,20,2 YR Morton 4,7/31/16,5/31/94,,Active,1
,,,60191,,,,,78,Individuals,9733,19940117_JW_009733,20,2 YR Morton 2,10/31/16,2/28/94,,Active,1
,,,60540,,,,,,Individuals,148436,01894-593-0000107316,8,2 YR Morton 6,4/30/15,4/14/06,,Active,1
,,,60532-3443,,,,,,Individuals,125041,01894-079-0064634,12,2 YR Morton 1,5/31/15,2/22/02,,Active,1
,,,60304,,,,,,Individuals,157466,01894-593-0000123580,7,2 YR Morton 2,8/31/15,2/11/07,,Active,1
,,,60525-4318,,,,,69,Individuals,124894,01894-079-0064368,12,2 YR Morton 2,3/31/15,2/5/02,,Active,1
,,,60559-2231,,,,,77,Individuals,147856,01894-593-0000106266,8,Morton 6,3/31/15,3/26/06,,Active,1
,,,60515-2762,,,,,74,Individuals,9835,19940117_KW_009835,20,2 YR Morton 2,3/31/15,3/31/94,,Active,1
,,,60565,,,,,63,Individuals,102069,01894-079-0029086,17,Morton 4,6/30/15,3/23/97,,Active,1
,,,60126,,,,,42,Individuals,146959,01894-593-0000104761,8,Morton 4,3/31/15,1/17/06,,Active,1
,,,60181-2351,,,,,72,Individuals,147863,01894-593-0000106281,8,Morton 1,3/31/15,3/26/06,,Active,1
,,,60137,,,,,81,Individuals,133022,01894-079-0080174,7,2 YR Morton 4,6/30/16,2/19/07,,Active,1
,,,60515,,,,Donor,74,Individuals,17102,19951220_JP_017102,18,2 YR Morton 4,2/28/15,1/31/96,,Active,1
,,,60185,,,,,76,Volunteers,157574,01894-593-0000123777,7,2 YR Morton 1,2/28/15,2/24/07,,Active,1
,,,60532-2446,,,,,83,Individuals,6992,19940111_SO_006992,21,2 YR Morton 4,4/30/16,4/30/93,,Active,1
,,,60516,,,,,71,Individuals,116938,01894-079-0050995,14,2 YR Morton 2,5/31/15,5/4/00,,Active,1
,,,60532,,,,,58,Individuals,161899,01894-593-0000132000,7,Morton 2,12/31/15,6/30/07,,Active,1
,,,60187,,,,,54,Individuals,161995,01894-593-0000132186,7,Morton 2,10/31/15,7/1/07,,Active,1
,,,60189,,,,,,Individuals,162128,01894-593-0000132421,7,Morton 6,9/30/15,7/2/07,,Active,1
,,,60515,,,Recipient,,59,Individuals,162110,01894-593-0000132387,7,2 YR Morton 2,5/31/16,7/2/07,,Active,1
,,,60187,,,,,49,Individuals,161019,01894-593-0000130364,7,Morton 4,10/31/15,7/2/07,,Active,1
,,,60517-7747,,,,,76,Individuals,757,19931105_DB_000757,21,Morton 4,7/31/15,6/30/93,,Active,1
,,,60517-5400,,,,,67,Individuals,111400,01894-079-0044660,15,2 YR Morton 2,7/31/15,5/11/99,,Active,1
,,,60074,,,,,61,Individuals,14848,19950425_SJ_014848,19,2 YR Morton 1,5/31/15,4/30/95,,Active,1
,,,60189,,,,,,Individuals,162414,01894-593-0000132956,7,2 YR Morton 2,9/30/16,7/5/07,,Active,1
,,,60187,,,,Donor,64,Individuals,162174,01894-593-0000132501,7,Morton 4,10/31/15,7/6/07,,Active,1
,,,60137-4905,,,,Donor,,Individuals,138759,01894-593-0000090404,9,Morton 2,10/31/15,3/23/05,,Active,1
,,,60154,,,,,72,Individuals,162200,01894-593-0000132553,7,2 YR Morton 1,7/31/15,7/6/07,,Active,1
,,,60565-2011,,,,Donor,68,Individuals,102492,01894-079-0030304,17,2 YR Morton 4,1/31/15,4/28/97,,Active,1
,,,60563-2202,,,,,,Individuals,162237,01894-593-0000132620,7,Morton 4,8/31/15,7/9/07,,Active,1
,,,60532-2055,,,,,75,Individuals,15734,19950713_JS_015734,19,Morton 2,10/31/15,7/31/95,,Active,1
,,,60532-1546,,,,,43,Individuals,14031,19950314_KF_014031,19,Morton 4,4/30/15,3/31/95,,Active,1
,,,60148,,,,,,Individuals,129134,01894-079-0071389,11,Morton 2,12/31/15,12/29/02,,Active,1
,,,60532-2019,,,,Donor,71,Individuals,136,19931029_RA_000136,21,2 YR Morton 6,1/31/16,10/31/93,,Active,1
,,,60563-9084,,,,,71,Volunteers,134688,01894-593-0000083173,10,Morton 4,12/31/15,6/12/04,,Active,1
,,,60137-5231,,,,,86,Individuals,103023,01894-079-0031263,17,Morton 1,5/31/15,5/16/97,,Active,1
,,,60634,,,,,59,Individuals,18981,19960729_MW_018981,18,2 YR Morton 1,12/31/14,8/31/96,,Active,1
,,,60185,,,,,,Individuals,128183,01894-079-0069778,12,2 YR Morton 2,11/30/14,10/22/02,,Active,1
,,,60540-3814,,,,,76,Individuals,109721,01894-079-0042370,15,2 YR Morton 4,1/31/15,12/11/98,,Active,1
,,,60532-2854,,,,,64,Individuals,119828,01894-079-0055740,14,2 YR Morton 2,2/29/16,11/2/00,,Active,1
,,,60187-4567,,,,,76,Individuals,105632,01894-079-0036552,16,2 YR Morton 1,12/31/14,12/26/97,,Active,1
,,,60148-1563,,,,,,Individuals,145972,01894-593-0000103118,8,2 YR Morton 2,1/31/16,12/1/05,,Active,1
,,,60148,,,,,72,Individuals,6252,19940105_WM_006252,21,Morton 4,12/31/15,11/30/92,,Active,1
,,,60148-3415,,,,,,Individuals,3587,19931213_LH_003587,20,2 YR Morton 2,12/31/14,12/31/93,,Active,1
,,,60563,,,,,78,Individuals,2126,19931130_LF_002126,20,Morton 2,4/30/15,1/31/94,,Active,1
,,,60126,,,,,,Individuals,7424,19940117_RZ_007424,20,Morton 1,1/31/15,5/31/94,,Active,1
,,,60540,,,,Donor,54,Individuals,105196,01894-079-0035916,17,Morton 2,12/31/14,11/8/97,,Active,1
,,,60185-2525,,,,,64,Individuals,105910,01894-079-0037011,16,2 YR Morton 6,2/28/15,1/31/98,,Active,1
,,,60439-9606,,,,,60,Individuals,124575,01894-079-0063819,12,Morton 2,1/31/15,12/26/01,,Active,1
,,,60187-5618,,,,,89,Individuals,279,19931102_GA_000279,33,Morton 2,1/31/15,1/31/81,,Active,1
,,,60191-3301,,,,,66,Individuals,17000,19951208_RG_017000,18,Morton 4,1/31/15,12/31/95,,Active,1
,,,60540-5706,,,,Donor,81,Individuals,5834,19940103_TL_005834,21,Morton 1,8/31/15,5/31/93,,Active,1
,,,60513-1601,,,,,44,Individuals,161064,01894-593-0000130444,7,Morton 4,8/31/15,6/10/07,,Active,1
,,,60103,,,,,35,Individuals,161053,01894-593-0000130428,7,2 YR Morton 2,8/31/15,6/10/07,,Active,1
