FIPS,Female_life_Growth,Male_life_Growth,Per_young,Per_old,Per_white,Per_black,Per_hispanic,Per_single_mother,Per_NO_HighSchool,Per_college,Rate_median_income,Percent_divorced,Per_Evangelical_adherent,Per_Evangelical_congregations,Per_Obama,Per_Romney,Per_Rural,Per_diabetic,Per_Obese,Per_Physically_Inactive,Rate_Teen_Birth,Rate_Violent_Crime
13287,1.78999999999999,3.28999999999999,26.18,14.55,57.47,42.1,3.02,13.7,30.87,11.41,29851,25.21,.913377098074321,.8,.42,.57,49.7,14,34,33,95,172
13289,-.399999999999991,4.95,21.32,15.36,55.59,42.79,.78,7.16,34.83,8.66,27715,22.32,.860725553849308,.6,.54,.45,100,14,33,31,50,173
13291,1.06,4.42,17.85,25.71,97.31,1.47,2.67,3.66,16.4,21.06,43146,17.61,.760335400051553,.763636363636364,.19,.79,100,13,27,26,50,52
13293,-.259999999999991,4.29000000000001,23.95,15.37,69.62,27.6,2.2,11.25,24.49,10.97,34068,24.84,.791067620554447,.666666666666667,.35,.64,46.9,13,30,28,68,293
13295,.559999999999988,3.58,23.7,14.93,92.77,4.45,1.67,7.89,22.76,13.62,39578,23.61,.889008581995763,.819548872180451,.24,.74,43.9,11,31,36,65,500
13297,1.45999999999999,3.93000000000001,26.87,11.65,79.85,15.87,3.24,8.16,19.31,17.7,51347,17.63,.728227333192588,.74,.22,.77,42.7,11,28,31,48,234
13299,.52000000000001,2.61,23.77,15.26,66.38,29.43,3.36,9.79,19.12,13.37,35431,24.97,.676765566593189,.702970297029703,.33,.67,29.4,14,31,35,89,424
13301,1.53,6.78999999999999,23.6,17.16,37.1,60.89,.02,11.99,28.23,5.88,33330,24.13,.580675033351789,.44,.61,.39,100,15,35,29,64, 
13303,2.09,5.39,23.99,13.58,45.69,52.92,1.76,14.15,22.93,10.94,31784,20.92,.65642874220661,.592105263157895,.54,.46,65.6,14,35,28,58,383
13305,1.53,3.86,25.13,12.65,74.9,20.71,5.57,11.17,21.17,10.69,39470,22.37,.85056018742448,.813333333333333,.25,.74,57.9,10,32,32,87, 
13307,1.84999999999999,3.53999999999999,15.07,20.51,59.06,34.67,3.08,8.27,18.95,11.79,29583,23.29,.754389155636185,.6,.49,.51,100,14,32,28,42, 
13309,1.40000000000001,4.51000000000001,17.31,11.65,55.34,43.54,1.48,7.59,24.47,8.13,31456,27.54,.634868702424942,.647058823529412,.36,.63,100,10,30,26,97,66
13311,1.36,4.04000000000001,21.81,17.25,94.82,3.29,1.05,6.71,15.7,19.61,39666,20.11,.61178079430937,.578947368421053,.16,.83,83.8,11,29,24,41,247
13313,2.25,4.85000000000001,28.62,10.71,81.77,3.93,31.44,9.48,31.53,14.77,42379,21.98,.591342571388252,.784172661870504,.27,.72,29.1,11,29,28,80,342
13315,1.78,5.92,19.93,14.47,60.55,36.27,2.17,11.57,25.06,9.16,31712,25.1,.805406423660168,.705882352941177,.34,.66,100,11,33,32,68,140
13317,1.34999999999999,3.76000000000001,22.05,18.75,52.55,43.17,3.13,9.47,25.71,15.5,28989,28.9,.689399246375996,.567567567567568,.44,.55,67.4,15,31,30,55,540
13319,-.299999999999997,6.33999999999999,24.97,15.33,59.72,39.14,1.98,10.7,20.09,12.44,37500,21.39,.629112340990347,.59375,.49,.5,100,14,32,28,62,142
13321,2.25999999999999,4.53999999999999,24.99,14.13,69.81,28.5,1.6,10.32,26.8,8.34,38336,23.54,.8428399372859,.705882352941177,.3,.7,69.2,12,30,27,50,117
15001,3.09,2.92,22.91,14.3,33.59,.61,11.48,8.19,9.14,25.88,53591,20.16,.178110262050257,.437956204379562,.74,.23,38,8,24,18,46,264
15003,3.22999999999999,3.42999999999999,22.2,14.41,21.05,2.04,8.09,7.28,9.74,31.24,71263,16.32,.24644426473263,.513440860215054,.69,.3,.9,9,22,19,34,277
15005,3.09,2.92,0,42.11,45.61,0,0,0,22.81,36.85,56875,24.56, , , , , , , , , , 
15007,1.59,1.71000000000001,22.71,14.73,33.03,.55,9.48,6.82,11.51,24.33,64422,18.91,.215919250990761,.415094339622642,.73,.24,12.9,9,22,17,43,343
15009,2.79000000000001,3.03999999999999,23.21,12.4,35.14,.55,10.07,8.41,10.77,25.66,64583,17.84,.229585232428968,.402116402116402,.74,.24,14.6,8,23,17,41,206
16001,3.16000000000001,6.01000000000001,26.5,10.23,92.06,1.02,7,6.57,6.87,35.22,55304,17.56,.308742682586163,.414084507042254,.43,.54,5.5,7,23,15,26,226
16003,1.42,3.47999999999999,19.3,22.56,95.28,0,1.03,6,13.78,19.54,36845,18.66,.363276427638076,.571428571428571,.28,.69,100,10,28,24,31,173
16005,1.24000000000001,3.11,27.22,11.04,90.58,.66,6.69,7.22,9.17,27.05,45347,18.11,.0832786982953868,.154320987654321,.37,.6,15.7,9,30,20,35,261
16007,1.95999999999999,1.98999999999999,27.56,18.03,97.37,.37,3.21,5.03,9.19,16.61,43897,16.31,.0142826562499288,.0909090909090909,.11,.88,100,9,25,31,29,137
16009,2.00999999999999,4.34,24.03,17.51,86.48,.81,2.36,8.28,12.36,12.13,37508,22.01,.257870770837754,.681818181818182,.34,.62,71.9,11,29,30,51,291
16011,.890000000000001,2.84,32.81,11.32,87.33,.47,16.8,7.94,15.32,16.19,46169,17.05,.0243881337200647,.128712871287129,.22,.76,56,12,34,23,45,146
16013,3.57000000000001,6.44,24.09,11.09,91.07,.03,19.28,4.52,9.31,45.06,62906,15.16,.106261223885987,.4,.59,.39,32.8,6,18,13,37,265
16015,1.67999999999999,3.84,22.02,14.63,96.02,.48,3.06,3.28,12.95,19.93,47128,18.99,.312250654737163,.5,.28,.68,100,9,29,20,20,95
16017,1.27,3.62,21.76,16.75,96.37,.24,2.33,6.21,8.98,22.26,42989,19.56,.433944772159267,.637931034482759,.35,.61,72.4,8,23,20,34,120
16019,1.95,3.37,31.33,10.79,92.94,.59,10.95,8.34,8.74,26.75,51311,17.67,.0904782775434175,.162162162162162,.23,.75,13,9,27,21,45,302
16021,1.27,3.62,25.57,16.51,94.79,0,3.68,6.71,17.7,11.9,35324,23.44,.516383782277477,.636363636363636,.27,.69,76.2,9,24,27,33,112
16023,1.53,4.44000000000001,26.86,19.28,94.03,.18,5.65,7.96,9.12,18.66,37821,24.46,.0742072455380245,.285714285714286,.2,.78,100,10,29,25,29,418
16025,.189999999999998,2.38,25.02,11.42,89.07,.97,14.25,3.96,17.03,23.75,41184,15.83,.339805435278955,.333333333333333,.28,.7,100,8,26,21, ,119
16027,1.39,4.19000000000001,31.55,10.64,91.47,.34,23.42,9.05,17.57,16.46,42943,18.32,.33202813567072,.558823529411765,.3,.67,19.9,8,29,23,61,276
16029,1.95999999999999,1.98999999999999,28.19,15.74,95.37,0,4.19,2.2,9.99,18.33,49740,16.9,.0102569323878141,.142857142857143,.13,.86,59.9,8,24,28,27,54
16031,1.27000000000001,2.34,32.8,12.53,88.84,.26,24.14,7.45,22.68,15.83,39551,19.26,.110033030553262,.274509803921569,.13,.85,51.5,10,29,24,52,181
16033,1.53,4.44000000000001,28.69,14.76,93.39,0,50.18,14.24,29.61,7.07,39792,25.47, , ,.2,.72,100,8,28,23, ,217
16035,1.76000000000001,3.56,17.58,21.57,93.86,.46,2.71,3.57,14.64,14.22,42043,23.5,.499101276806744,.625,.28,.69,58.6,10,32,27,37,345
16037,1.67999999999999,3.84,21.33,16.86,97.89,0,2.09,4.77,9.79,22.04,43445,17.8,.165050715990453,.333333333333333,.23,.74,100,9,28,24, ,191
16039,1.19999999999999,3.96000000000001,28.62,9.89,85.97,2.84,15.06,5.91,15.22,16.23,43691,13.72,.241650186483343,.51219512195122,.31,.65,26.9,7,28,23,57,230
16041,1.95999999999999,1.98999999999999,35.19,12.78,94.62,.41,6.26,5.26,9.12,17.96,46344,12.47,.0122403122166453,.0256410256410256,.06,.93,66.2,9,30,24,26,53
16043,1.53,4.44000000000001,31.2,13.8,96.35,.05,12.11,3.17,12.81,18.59,42178,13.1,.0532432219138632,.242424242424242,.14,.85,72,9,24,23,40,70
16045,1.67999999999999,3.84,24.78,18.15,94.83,.01,7.87,7.21,15.96,12.87,44442,22.42,.091055871968205,.4,.26,.71,45,9,31,27,43,186
16047,.189999999999998,2.38,29.45,15.52,88.16,.05,26.66,5.66,23.43,12.12,40854,18.59,.0726189914616901,.375,.25,.72,58.1,9,29,27,58,164
16049,1.76000000000001,3.56,21.05,20.97,94.33,.14,2.41,7.14,12.19,13.87,36706,21.95,.308007315908236,.609756097560976,.22,.75,80.6,10,30,26,34,111
16051,2.55,3.07000000000001,35.3,9.66,95.31,.22,10.03,5.57,12.66,19.81,52799,11.02,.0109792569130985,.0588235294117647,.11,.87,66.6,8,26,24,34,122
16053,-.019999999999996,1.66,31.19,10.95,91.57,.43,29.69,10.2,28.3,12.35,39232,17.25,.108394053722376,.441176470588235,.25,.72,51.3,9,32,20,71,176
16055,1.70999999999999,4.92,24.85,14.31,95.18,.26,3.74,7.59,8.16,23.14,48075,20.15,.758485730119147,.626016260162602,.31,.66,24.2,8,26,20,31,329
16057,2.06,4.64999999999999,18.5,10.04,92.92,.82,3.54,4.52,6.25,43.68,39578,11.78,.22922143617439,.409090909090909,.5,.45,35,7,26,17,9,111
16059,1.53,4.44000000000001,19.7,22.31,96.85,.41,2.05,6.41,9.76,21.21,40270,22.04,.384274003948344,.521739130434783,.23,.74,61.1,10,24,18,35,132
16061,1.76000000000001,3.56,21.85,22.43,92.05,0,2.96,3.97,11.19,15.22,35344,24.98,.296833793434717,.5,.25,.73,100,11,30,27,36,274
16063,.189999999999998,2.38,31.22,9.77,89.95,1.1,24.52,4.93,24.49,10.8,45077,16.52,.106223678053346,.230769230769231,.28,.69,100,8,25,24,55,114
16065,1.63,2.91000000000001,25.7,5.58,96.06,.62,5.66,4.12,5.17,30.94,33791,6.2,.00420135376954797,.0185185185185185,.06,.93,28.5,6,27,21,9,56
16067,-.549999999999997,1.92999999999999,29.4,14.85,85.31,.05,31.48,6.54,24.19,10.02,43194,18.78,.152807710318604,.441860465116279,.2,.78,44.2,11,30,27,66,169
16069,1.23999999999999,3.59,21.83,17.74,90.19,.36,2.95,7.19,9.95,19.7,44540,23.01,.502005602835813,.56140350877193,.38,.59,19.2,11,31,24,33,137
16071,1.27000000000001,2.34,29.28,16.95,97.68,0,3.03,4.81,6.91,14.15,44435,22.28,.0124697328573997,.0833333333333333,.1,.88,100,9,29,27,27,168
16073,1.19999999999999,3.96000000000001,29.37,13.38,89.48,.05,24.92,7.2,24.68,8.91,32169,18.67,.244083044982699,.48,.22,.75,77.3,10,30,29,50,193
16075,-.349999999999994,2.09,28.73,15.05,91.91,.03,14.53,8.43,16.85,14.57,44943,20.45,.249156095750626,.55,.27,.71,42.7,9,27,26,49,224
16077,1.27000000000001,2.34,30.84,11.81,89.94,.3,28.35,5.2,18.17,15.9,41797,13.71,.0802937744526319,.333333333333333,.34,.64,42.6,8,30,25,51,151
16079,2.00999999999999,4.34,21.01,19.43,96.01,.26,2.79,4.78,16.67,12.87,37934,25.61,.453071192639152,.535714285714286,.44,.52,56,10,30,29,50,230
16081,1.63,2.91000000000001,29.05,6.45,97.06,0,15.56,4.46,11.28,33.18,52444,13.83,.00730095296649247,.142857142857143,.43,.54,100,7,25,16,29,79
16083,.329999999999998,2.45999999999999,27.25,13.89,92.42,.45,13.14,7.91,16.23,17.31,43146,18.88,.220387026318455,.4296875,.27,.7,28,9,26,24,50,273
16085,1.42,3.47999999999999,19.88,15.89,97.89,.01,3.47,3.83,6.54,36.77,52675,15.36,.411987359794423,.619047619047619,.43,.54,100,8,28,24,34,286
16087,1.42,3.47999999999999,24.21,19.42,91.16,0,15.76,11.21,21.52,17.79,37878,24.45,.245822358093223,.571428571428571,.25,.72,45.6,11,28,27,40,102
17001,2.78999999999999,4.25,23.13,17.55,93.63,3.59,1.27,6.53,10.13,21.2,45792,20.16,.507008819158771,.463636363636364,.32,.67,32.6,10,31,34,39,396
17003,1.89,5,22.95,17.08,61.78,35.16,1.21,13.73,24.18,7.89,27727,23.82,.585325262721053,.620689655172414,.56,.42,61.9,11,31,31,93,1262
17005,2.28,3.98,21.74,15.52,91.38,4.43,2.86,4.86,11.63,22.8,50672,17.38,.587778851212041,.636363636363636,.41,.56,60.7,9,29,31,33,42
17007,2.61,5.37,29.17,11.23,90.76,2.26,19.89,8.65,14.5,19.8,61613,15.95,.197266660224547,.5,.46,.52,19.4,8,30,26,33,145
17009,.840000000000003,3.45,16.12,12.25,80.24,16.34,5.39,3.99,20.1,10.75,42014,16.64,.176154562740324,.454545454545455,.33,.64,41.1,8,30,28,27,317
17011,2.36,4.95999999999999,23.2,18.04,95.83,.63,7.51,7.57,11.54,16.28,48046,20.45,.290852159965627,.378378378378378,.49,.49,57.4,9,28,30,29,69
17013,.830000000000013,3.42,21.52,19.93,98.55,.16,.37,4.17,14.21,13.93,48958,21.84,.215714789164347,.5625,.42,.56,100,10,28,34,25,373
17015,2.56,3.86,20.62,21.44,96.14,.94,2.53,6.73,10.87,16.21,45433,19.53,.277280931314164,.41304347826087,.5,.48,81.9,11,27,33,32,74
17017,1.45,3.93000000000001,25.1,15.34,91.33,3.07,15.53,6.97,18.22,13.09,41139,21.32,.369002254558617,.45,.42,.56,52.1,9,30,30,46,27
17019,2.37,4.36,19.3,9.97,74.9,12.61,5.15,7.29,7.07,42.09,44462,13.63,.414913121786883,.5260663507109,.52,.45,12.7,7,27,25,21,643
17021,1.15000000000001,3.97,22.35,17.55,96.21,1.73,1.37,7.26,12.87,12.8,43964,25.45,.365700975738715,.513513513513513,.37,.6,43.5,10,29,27,45, 
17023,-.25,3.27,23.02,18,98.05,.42,1,6.92,10.99,17.4,47933,21.05,.688333201861639,.66,.33,.66,59.5,10,31,32,42,282
17025,1.43000000000001,2.39,23.19,17.8,97.68,.45,.67,8.27,14.02,13.64,38905,25.73,.646520428039128,.716981132075472,.27,.71,64.7,9,29,32,49,58
17027,3.18000000000001,3.89,22.86,14.63,94.14,3.51,2.69,6.9,11.85,19.46,57246,18.4,.142675595790556,.42,.34,.64,48.8,9,28,28,29,118
17029,1.25,1.89999999999999,18.32,13.92,93.24,3.84,2.23,7.29,10.45,24.2,38294,18.46,.581126570326226,.6625,.43,.54,24.3,7,29,25,21,297
17031,4.29000000000001,6.5,23.87,11.91,55.24,24.91,23.64,9.68,16.27,33.7,54598,17.34,.139797871369148,.442456768038163,.74,.25,0,9,26,24,46,801
17033,.289999999999992,2.22000000000001,20.95,17.4,93.11,3.55,1.76,6.51,13.66,14.84,43923,23.43,.65675190194421,.637931034482759,.33,.65,60.2,9,31,32,40,132
17035,1.28,4.3,23.7,16.55,97.93,.67,.28,6.29,11.97,12.71,43255,20.13,.60766939961028,.645161290322581,.31,.66,100,9,28,31,34,63
17037,2.34,3.86999999999999,22.21,9.62,84.76,6.19,9.88,6.6,8.79,28.18,54436,13.87,.201456896943673,.462264150943396,.52,.46,20.3,7,30,25,17,216
17039,.670000000000002,3.82000000000001,22.2,16.95,97.04,1.15,1.94,4.3,10.23,16.96,48750,19.3,.615352371568403,.625,.35,.62,48.8,9,29,29,36, 
17041,2.38,3.67999999999999,25.82,15.57,95.6,.41,5.9,6.48,18.16,14.68,47921,19.32,.457585204280447,.594202898550725,.31,.68,61.6,8,30,29,32,115
17043,4.41,5.38,24.98,11.36,80.27,4.48,13.05,5.61,8.14,45.58,77598,14.66,.184361610770241,.473180076628352,.5,.49,0,7,25,19,16,108
17045,1.23999999999999,4.02000000000001,22.3,18.4,97.97,.61,.96,8.21,11.44,17.21,42947,24.55,.4242347929219,.509803921568627,.33,.66,51.8,10,31,30,48,382
17047,1.96000000000001,1.84,23.32,17.87,97.55,1.02,0,4.04,11.84,12.51,39071,20.27,.683147388830616,.461538461538462,.23,.74,100,9,27,28,35, 
17049,2.05999999999999,3.94,25.01,15.14,97.51,.29,1.63,5.71,9.95,19.3,50938,17.87,.44730380371877,.553846153846154,.23,.75,59.7,9,28,30,37,105
17051,1.84,3.62,22.6,16.04,97.39,1.07,1.22,6.76,16.66,13.74,43081,19.72,.771690874550469,.719298245614035,.32,.66,67,9,30,32,44,212
17053,.400000000000006,2.34,23.61,18.67,97.55,.51,2.04,3.33,13.11,16.34,50332,23.34,.291535354071811,.378378378378378,.28,.7,41.8,9,32,31,35,433
17055,1.27000000000001,1.84,22.91,18.34,97.86,.28,1.27,8.76,15.11,12.79,36383,27.84,.74205270820706,.731707317073171,.4,.57,48.6,10,30,31,47,434
17057,1.28,3.50999999999999,20.99,18,94.55,3.26,2.3,7.04,15.98,13.96,42963,20.92,.333838698324174,.44047619047619,.54,.43,60,8,30,31,44,178
17059,.279999999999987,2.25999999999999,21.28,20.44,97.47,.6,.37,5.08,21.35,9.75,38577,27.52,.48921818512461,.434782608695652,.4,.58,100,9,28,29,55,107
17061,.830000000000013,3.42,22.72,17.22,97.48,1.11,.8,5.41,14.39,13.29,42193,21.3,.320792881085588,.475,.36,.61,70.8,10,32,33,40,133
17063,1.61999999999999,3.98999999999999,27.11,10.99,95.38,1.23,8,8.2,8.7,18.09,64592,17.37,.2576626026133,.465116279069767,.44,.53,24.4,8,32,35,26,131
17065,.279999999999987,2.25999999999999,22.99,19.67,98.4,.43,1.13,5.48,17.67,12.97,39000,20.31,.684537726786653,.67741935483871,.32,.65,68.1,10,30,32,40, 
17067,2.88000000000001,4.36000000000001,21.71,19.69,97.75,.37,.87,5.39,9.47,18.86,43567,22.54,.265209951684064,.439393939393939,.39,.58,71,10,28,31,40, 
17069,.279999999999987,2.25999999999999,21.3,21.05,95.89,1.49,.73,7.7,21.13,10.62,30875,25.25,.835505974597353,.8,.32,.66,100,10,30,28,45,278
17071,3.42,4.55999999999999,19.88,20.37,94.08,.38,1.1,4.69,12.79,15.28,47944,21.82,.196558570483124,.222222222222222,.55,.43,99.7,10,31,28,36,196
17073,1.94,3.31,24.1,16.86,94.5,1.57,4.68,5.49,12.27,20.26,50698,18.45,.202327485121352,.422222222222222,.51,.48,50.3,9,28,31,33,156
17075,.400000000000006,2.34,23.62,18.75,96.27,.92,5.33,6.57,12.29,13.75,48248,19.33,.456834267722345,.5,.27,.71,71.7,10,32,32,35,65
17077,1.05,3.59,17.47,11.42,78.31,14.54,3.98,7.36,10.12,35.63,32896,16.47,.482939278419901,.547008547008547,.53,.43,37.2,8,27,27,25,488
17079,1.28,4.3,22.54,17.03,98.24,.05,.83,5.42,10.26,15.06,47731,19.34,.337953034926013,.655172413793103,.28,.7,69.9,9,29,32,32,206
17081,-.430000000000007,3.11,22,16.16,88.44,7.96,2.09,7.33,14.48,15.23,42679,22.07,.773647469458988,.689320388349515,.37,.6,58.8,10,33,30,55,538
17083,2.27999999999999,4.94,22.77,15.48,97.82,.81,.97,3.94,11.52,16.66,54469,18.42,.194771326657849,.441176470588235,.37,.61,60.6,9,28,28,28,287
17085,2.25,5.14999999999999,20.74,21.22,96.73,.53,2.56,4.63,10.12,23.28,52487,19.8,.0736022094706602,.195652173913043,.5,.48,72.6,10,29,25,24,235
17087,.799999999999997,2.77,19.19,16.86,86.74,11.42,2.65,4.23,19.55,12.99,42172,18.74,.788014043491277,.702702702702703,.28,.7,100,8,29,30,33,206
17089,4.73999999999999,7.67999999999999,29.1,9.4,73.57,5.44,30,7.89,16.86,31.79,69496,14.85,.189462137507988,.56441717791411,.5,.49,3.6,8,28,23,40,241
17091,2.91,5.14,25.54,13.26,79,15.11,8.59,10.45,14.18,17.32,49266,20.35,.291446929744802,.496296296296296,.47,.51,24.5,9,31,29,43,405
17093,4.61,4.89,31.29,7.06,85.35,4.97,15.59,6.97,7.86,33.73,82649,12.14,.164763748355676,.563636363636364,.47,.51,10.4,6,26,24,22,158
17095,.289999999999992,3.19,20.64,18.39,88.28,7.65,4.74,8.69,14.56,16.22,40112,22.01,.279159193990616,.473118279569893,.58,.41,24.3,10,33,33,41,428
17097,4.51000000000001,5.98999999999999,27.58,10.19,76.89,6.74,19.52,6.92,11.36,41.52,79666,14.87,.222894820397959,.524875621890547,.53,.45,1.3,7,25,19,27,137
17099,.679999999999993,3.23,23.26,16.32,93.45,1.66,7.8,6.57,11.89,15.92,52469,19.75,.176923986006956,.448051948051948,.49,.49,30.2,9,30,27,36,120
17101,-.0100000000000051,2.22999999999999,19.55,16.23,82.73,13.67,3.66,8.54,20.74,10.52,38326,24.06,.496116261588574,.509433962264151,.34,.64,58,9,29,30,40,225
17103,1.92999999999999,4.84999999999999,21.84,15.58,92.46,4.63,4.83,6.46,13.95,15.37,49451,20.49,.19212431573371,.360655737704918,.45,.53,53.2,10,27,28,36,247
17105,.719999999999999,3.31999999999999,22.06,15.49,92.16,5.12,3.81,6.01,15.1,13.74,52835,21.15,.245138860815782,.364864864864865,.33,.65,40.8,9,29,32,36,202
17107,1.91,3.37,20.1,15.6,86.64,10.16,2.85,8.29,14.14,16.78,48714,21.83,.565127856383803,.576271186440678,.33,.65,39.9,9,35,30,34,400
17109,.890000000000001,3.48999999999999,15.59,14.16,90.76,4.73,2.67,6.79,8.42,33.48,34186,14.58,.345188116693852,.482142857142857,.48,.49,29.5,7,29,27,13,126
17111,4.66999999999999,5.45,27.52,9.95,90.21,1.08,11.19,5.86,8.13,31.88,76909,14.82,.135095125601955,.475,.45,.54,9.9,7,24,24,20,112
17113,2.77,5.22,22.63,10.32,84.83,7.22,4.27,6.52,6.55,41.13,59410,14.93,.4186896335642,.513812154696133,.43,.54,16.5,7,30,24,18,353
17115,1.53,2.80000000000001,22.8,16.25,79.93,15.74,1.85,7.85,12.94,20.83,45987,21.49,.452204815784106,.560975609756098,.47,.52,15.3,9,33,28,55,601
17117,.519999999999996,4.23,22.85,16.96,97.72,.58,.97,7.21,11.65,15.25,48739,22.81,.427270691842675,.553571428571429,.45,.52,58.5,10,29,27,35,166
17119,1.86999999999999,3.90000000000001,22.94,14.16,88.67,7.97,2.67,8.15,10.19,23.25,53143,19.93,.453486328773595,.593837535014006,.48,.49,13.3,10,30,28,39,229
17121,.549999999999997,2.7,23.74,17.34,93.28,3.03,1.49,9.85,15.13,13.62,40097,23.88,.570193581747083,.617391304347826,.39,.59,45.1,8,30,31,62,274
17123,-.680000000000007,2.27,21.89,19.57,96.83,.35,2.25,4.74,9.26,16.48,51642,20.86,.203112614789754,.382352941176471,.42,.56,100,10,26,30,25,89
17125,.840000000000003,3.45,22.17,18.84,97.94,.28,.77,7.98,16.18,15.91,42929,21.47,.476282460861231,.59375,.46,.52,77.5,9,31,30,48,468
17127,.799999999999997,2.77,22.92,18.27,91.13,4.9,1.03,6.1,15.71,15.63,40885,25.35,.751073955840284,.69811320754717,.32,.66,50.5,10,32,31,62,350
17129,1.45,3.93000000000001,23.41,15.43,98.85,.71,.86,5.89,9.27,21.25,56943,19.07,.526909347662773,.620689655172414,.34,.64,75.7,9,27,30,26,390
17131,3.42,4.55999999999999,22.76,17.86,97.7,.45,1.65,7.36,11.91,13.99,51216,19.27,.130839898900391,.277777777777778,.53,.45,77.8,9,31,27,35,270
17133,4.14,6.09,24.74,14.03,98.22,.11,1.33,4.97,8.49,23.64,69291,15.73,.346776562442365,.513513513513513,.36,.62,41.4,9,29,30,14,55
17135,.299999999999997,2.42,21.3,17.26,93.65,4.77,1.47,6.41,15.85,12.5,41925,22.35,.532370528679058,.525641025641026,.42,.56,41.6,10,25,29,48,554
17137,1.69999999999999,4.47,21.39,16.6,91.68,6.18,2,8.23,12.64,20.5,44731,22.52,.339898539120856,.467741935483871,.41,.57,36.2,8,29,30,36,291
17139,2.10000000000001,4.39,24.9,17.7,98.05,.25,.5,6.11,15.66,15.16,48982,18.74,.652969803994499,.731707317073171,.35,.62,69.2,10,28,30,30,73
17141,2.46000000000001,5.15000000000001,25,14.98,95.94,.83,8.63,5.91,12.06,18.96,57094,17.57,.249463357711097,.518987341772152,.41,.57,47.1,9,28,29,31,60
17143,1.59999999999999,3.23,24.19,13.81,75.46,17.66,3.68,10.25,10.97,28.27,50689,19.04,.302779061352599,.530172413793103,.51,.47,14.6,10,29,26,52,664
17145,1.86,2.09,20.6,15.82,88.3,8.94,2.55,5.91,17.03,13.85,41333,22.73,.568548433633728,.672727272727273,.4,.58,43.6,9,29,31,43,144
17147,2.10000000000001,4.39,23.8,16.21,98.1,.44,.93,5.24,8.14,22.84,58837,16.26,.346338075870132,.542857142857143,.35,.62,67.7,10,29,32,22,224
17149,1.3,4.02000000000001,23.58,18.95,96.66,1.47,.93,7.91,15.12,12.13,40668,22.06,.649627689511316,.641509433962264,.31,.67,72.3,9,28,28,45,33
17151,.0400000000000063,2.10000000000001,17.59,20.69,94.34,3.58,2.49,4.1,12.82,10.68,38651,23.73,.916230129318013,.818181818181818,.29,.68,100,10,30,30,33,291
17153,1.89,5,23.46,17.8,64.86,32.88,1.47,9.85,21.84,11.15,31712,23.2,.754761771770094,.580645161290323,.46,.52,100,12,32,31,65,1418
17155,2.36,4.95999999999999,22.01,17.3,96.03,1.15,3.89,3.02,11.95,15.08,52409,17.96,.0328244948380835,.166666666666667,.5,.48,100,10,29,29,20,67
17157,2.76000000000001,3.63,20.24,16.09,88.51,9.63,2.48,8.04,20.08,11.6,46148,20.85,.434798200917472,.486842105263158,.4,.58,42.6,8,29,26,47,218
17159,1.43000000000001,2.39,22.25,19.26,97.09,.4,.58,5.19,10.74,18.93,42305,19.49,.430492326934796,.612244897959184,.32,.65,43.5,10,30,31,40,193
17161,2.47999999999999,4.36,22.49,16.06,81.23,8.97,11.29,8.22,13.17,22.01,46726,21.74,.292413875541375,.502793296089386,.6,.38,10.9,9,28,27,51,514
17163,3.05,5.63,25.53,12.5,65.39,30.21,3.21,12.91,11.71,24.32,50109,20.6,.344371619611275,.546925566343042,.56,.42,9.8,9,30,29,52,978
17165,.0400000000000063,2.10000000000001,23.2,18.36,93.04,3.75,1.52,8.16,17.15,14.02,36083,23.09,.81292774315167,.761904761904762,.35,.64,43.7,10,29,33,57,293
17167,2.30000000000001,3.86,23.77,13.76,84.08,11.63,1.76,8.94,8.5,31.19,53508,21.24,.389315208653073,.511111111111111,.45,.53,14.1,10,29,26,43,1066
17169,.840000000000003,3.45,22.57,18.06,95.74,.59,1.25,4.25,11.38,17.75,43902,19.41,.424096300536415,.5,.44,.53,57.6,9,27,32,33,93
17171,1.3,4.02000000000001,24.26,17.94,98.24,.07,.54,4.52,11.49,18.26,50702,20.7,.528867127348134,.5,.36,.62,100,10,29,31,41,106
17173,.949999999999989,3.77000000000001,22.66,18.92,98.62,.43,.76,4.87,11.78,14.49,44689,18.88,.536974510331018,.621212121212121,.32,.66,77.7,9,28,32,38,121
17175,-.680000000000007,2.27,24.25,18.98,98.08,.22,1.15,6.03,10.73,14.34,49693,17.16,.283499177359153,.294117647058824,.41,.57,100,10,30,30,29,131
17177,1.77,3.25,22.76,18.77,87.57,8.96,2.85,8.78,11.33,17.78,43410,21.42,.54144334124125,.467391304347826,.47,.51,40.1,10,30,29,45,191
17179,1.19999999999999,3.03,23.58,15.49,96.45,.92,1.83,6.77,9.15,23.54,54617,19.47,.53857634902411,.690058479532164,.4,.58,20.4,7,27,28,34,266
17181,1.47,3.53,22.23,18.15,95.93,1.29,4.64,6.44,17.45,18.62,40696,23.55,.781028490944442,.75,.38,.6,65.9,9,31,33,50,84
17183,.650000000000006,2.34,24.52,16.13,83.1,12.98,4.14,9.47,14.19,13.95,40463,23.19,.560735753718832,.577464788732394,.41,.57,31.3,10,29,31,60,542
17185,1.96000000000001,1.84,22.51,17.9,97.13,.67,1.15,3.87,12.66,16.05,47426,19.2,.386010691311045,.416666666666667,.31,.68,38.9,9,29,30,39,130
17187,2.45999999999999,1.70999999999999,22.25,16.45,91.63,2.14,7.63,8.16,14.49,18.64,42773,22.77,.31811834526016,.441860465116279,.52,.46,45.5,10,29,28,28,389
